user_idx,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99,t_100,t_101,t_102,t_103,t_104,t_105,t_106,t_107,t_108,t_109,t_110,t_111,t_112,t_113,t_114,t_115,t_116,t_117,t_118,t_119,t_120,t_121,t_122,t_123,t_124,t_125,t_126,t_127,t_128,t_129,t_130,t_131,t_132,t_133,t_134
36,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.99946934,-0.99946934,-0.99946934,-0.99946934,-0.99946934,-0.99946934,-0.99946934,-0.99946934,-0.99946934,-0.99946934,-0.99946934,-0.99946934,-0.99946934,-0.99946934,-0.99946934,-0.99946934,-0.99946934,-0.99946934,-0.99946934,-0.99946934,-0.98223084,-0.99466693,-0.99466693,-0.99466693,-0.99466693,-0.99466693,-0.99466693,-0.99466693,-0.99466693,-0.99466693,-0.99466693,-0.99466693,-0.99466693
37,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.9997888,-0.9997888,-0.9997888,-0.9997888,-0.9997888,-0.9997888,-0.9997888,-0.9997888,-0.9997888,-0.9997888,-0.9917687,-0.9917687,-0.9917687,-0.9917687,-0.9917687,-0.9917687,-0.9917687,-0.9917687,-0.9917687,-0.9917687,-0.9917687,-0.9917687,-0.9917687,-0.9917687,-0.9917687,-0.9917687,-0.999111,-0.999111,-0.999111,-0.999111,-0.999111,-0.999111,-0.999111,-0.999111,-0.999111,-0.999111,-0.999111,-0.9990017,-0.9990017,-0.9990017,-0.9990017,-0.9990017,-0.9990017,-0.9990017,-0.9990017,-0.9990017,-0.9990017,-0.98871124,-0.98871124,-0.98871124,-0.98871124,-0.98871124,-0.98871124,-0.98871124,-0.98871124,-0.98871124,-0.98871124,-0.98871124,-0.9893975,-0.9893975,-0.9893975,-0.9893975,-0.9893975,-0.9893975,-0.9893975,-0.9893975,-0.9893975
38,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.978791,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.95197874,-0.99924684,-0.99924684,-0.99924684,-0.99924684,-0.97869384,-0.97869384,-0.97869384,-0.9995129,-0.9995129,-0.9995129,-0.9995129,-0.9995129,-0.9995129,-0.9995129,-0.9995129,-0.9995129,-0.9995129,-0.9995129
39,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,0.9992914,-0.9404976,-0.99160844,-0.99160844,-0.99160844,-0.99160844,-0.99160844,-0.99160844,-0.99160844,-0.99160844,-0.99160844,-0.99160844,-0.99160844,-0.99160844,0.99977225,0.99977225,0.99977225,0.99977225,0.99977225,0.99977225,0.99977225,0.99977225,0.99977225,0.99977225,0.99977225,0.99977225,0.99977225,0.99977225,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564,-0.96145564
40,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99901605,-0.99961853,-0.99961853,-0.99961853,-0.99961853,-0.99961853,-0.99961853,-0.99961853,-0.99961853,-0.99961853,-0.99961853,-0.99961853,-0.99961853,-0.99961853,-0.99961853,-0.99961853,-0.99961853,-0.99961853,-0.99961853,-0.99961853,-0.99961853,-0.99961853,-0.99961853,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,-0.9959168,0.99210393,0.99210393,-0.9984231,-0.9984231,-0.9984231,-0.9984231,-0.6735156,-0.6735156,-0.6735156,-0.6735156,-0.6735156,-0.6735156,-0.6735156,-0.6735156,-0.6735156,-0.6735156,-0.6735156
41,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9996087,-0.9991534,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,-0.9971551,0.9980028,0.9980028,0.9980028,0.9980028,0.9980028,0.9980028,0.9980028,0.9980028,0.9980028,0.9980028,0.9980028,0.9980028,0.9980028,0.9980028,0.9980028,0.8510651,0.8510651,0.8510651,-0.99527824,-0.99527824,-0.99527824,-0.99527824,-0.99527824,-0.99527824,-0.99527824,-0.99527824,-0.99527824,-0.99527824,-0.99527824,-0.99527824,-0.99527824,-0.99527824,-0.99527824
42,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,0.998348,-0.9916339,-0.9916339,-0.9916339,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.9953359,-0.97059005,-0.97059005,-0.97059005,-0.97059005,-0.97059005,-0.97059005,-0.97059005,-0.97059005,-0.97059005,-0.97059005,-0.97059005,-0.97059005,-0.97059005,-0.97059005,-0.97577435,-0.97577435,-0.97577435,-0.97577435,-0.97577435,-0.97577435,-0.97577435,-0.97577435,-0.97577435,-0.97577435,-0.97577435,-0.97577435,-0.97577435,-0.97577435,-0.97577435
43,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9962488,-0.9988404,-0.9988404,-0.9988404,-0.9988404,-0.9988404,0.97590977,0.97590977,0.97590977,0.97590977,0.97590977,0.97590977,0.97590977,0.97590977,0.97590977,0.97590977,0.97590977,0.97590977,0.97590977,0.97590977,0.97590977,-0.99627775,-0.99627775,-0.99627775,-0.99627775,-0.99627775,-0.99627775,-0.99627775,-0.99627775,-0.99627775,-0.99627775,-0.99627775,-0.99627775,-0.99627775,-0.99627775,-0.99627775,-0.99627775,-0.99627775,-0.99627775,-0.99627775,-0.98322165,-0.98322165,-0.98322165,-0.98322165,-0.98322165,-0.98322165,-0.98322165,0.99799216,0.99799216,0.99799216,0.99799216,0.99799216,0.99799216,0.99799216,0.99799216,0.99799216,0.99799216,0.99799216,0.99799216,0.99799216,0.99799216,0.99799216,0.99799216,0.99799216,0.99799216,0.99799216,0.99799216,0.99799216,0.99799216,0.99799216,0.99799216,0.99799216,0.99799216,0.99799216,0.99799216,0.99799216,0.99799216,0.99799216,0.99799216,0.99799216,0.99799216,0.99799216,0.99799216,0.99799216,0.99799216
44,-0.99779296,-0.99779296,-0.99779296,-0.99779296,-0.99779296,-0.99779296,-0.99779296,-0.99779296,-0.99779296,-0.99779296,-0.99779296,-0.99779296,-0.99779296,-0.99779296,-0.99779296,-0.99779296,-0.99779296,-0.99779296,-0.99779296,-0.99779296,-0.99779296,-0.99779296,-0.99779296,-0.99779296,-0.99779296,-0.99779296,-0.99779296,-0.9184753,-0.9184753,-0.9184753,-0.9184753,-0.9184753,-0.9184753,-0.9184753,-0.9184753,-0.9184753,-0.9184753,-0.9184753,-0.9184753,-0.9184753,-0.9184753,-0.9184753,-0.9184753,-0.9184753,-0.9184753,-0.9184753,-0.9184753,-0.9184753,-0.9184753,-0.9184753,-0.9184753,-0.9996152,-0.9996152,-0.9996152,0.6881675,0.6881675,0.6881675,0.6881675,0.6881675,0.6881675,0.6881675,0.6881675,0.6881675,0.6881675,0.6881675,0.6881675,0.6881675,0.6881675,0.6881675,0.6881675,0.6881675,0.6881675,0.6881675,0.6881675,0.6881675,0.6881675,0.6881675,0.6881675,0.6881675,0.6881675,0.6881675,0.6881675,0.6881675,0.6881675,0.6881675,0.6881675,0.6881675,0.6881675,0.6881675,0.6881675,0.6881675,0.6881675,0.6881675,0.6881675,0.6881675,-0.99883777,-0.99883777,-0.99883777,-0.99883777,-0.99883777,-0.99883777,-0.99883777,-0.99883777,-0.99883777,-0.99883777,-0.99883777,-0.99883777,-0.99883777,-0.99883777,-0.99883777,-0.99883777,-0.99883777,-0.99883777,-0.99883777,-0.99883777,-0.99883777,-0.99883777,-0.99883777,-0.99883777,-0.99883777,-0.99883777,-0.99883777,-0.99883777,-0.9997147,-0.9997147,-0.9997147,-0.9997147,-0.9997147,-0.9997147,-0.9997147,-0.9997147,-0.9997147,-0.9997147,-0.9997147,-0.9997147
45,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,-0.9952755,0.65616137,0.65616137,0.65616137,0.65616137,0.65616137,0.65616137,0.65616137,0.65616137,0.65616137,0.65616137,0.65616137,0.65616137,0.65616137,0.65616137,0.65616137,0.65616137,0.65616137,0.65616137,0.65616137,0.65616137,0.65616137,0.65616137,0.65616137,0.65616137,0.65616137,-0.98692316,-0.99664944,-0.99664944,-0.99664944,-0.99664944,-0.99664944,-0.99664944,-0.99664944,-0.99664944,-0.99664944,-0.99664944,-0.6897207,-0.6897207,-0.6897207,-0.6897207,-0.6897207,-0.6897207,-0.6897207
46,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,-0.99837226,0.99986315,0.99986315,0.99986315,0.99986315,0.99986315,0.99986315,0.99986315,0.99986315,0.99986315,0.99986315,0.99986315,0.99986315,0.99986315,0.99986315,0.99986315,0.99986315,-0.9944594,-0.9944594,-0.9944594,-0.99961746,-0.7280902,-0.7280902,-0.998928,-0.998928,-0.998928,-0.998928,-0.998928,-0.998928,-0.998928,-0.998928,-0.998928,-0.998928,-0.998928,-0.998928,-0.998928,-0.998928,-0.998928,-0.998928
47,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,0.99797815,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.9994802,-0.582179,-0.582179,-0.582179,-0.582179,-0.582179,-0.582179,-0.582179,-0.582179,-0.582179,-0.582179,-0.582179,-0.582179,-0.582179,-0.582179,-0.582179,-0.582179,-0.582179,-0.9990514,-0.9990514,-0.9965982,-0.9965982,-0.9541476,-0.9541476,-0.9887672,-0.9887672,-0.9887672,-0.9887672,-0.9887672,-0.9887672,-0.9887672,-0.9887672,-0.9887672,-0.9887672,-0.9887672,-0.9887672
48,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9958805,-0.9958805,-0.9958805,-0.9958805,-0.9958805,-0.9958805,-0.9958805,-0.9958805,-0.9958805,-0.9958805,-0.9958805,-0.9958805,-0.9958805,-0.9958805,-0.9958805,-0.9958805,-0.9958805,-0.9958805,-0.9958805,-0.9958805
49,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.9994931,-0.99939656,-0.99939656,-0.99939656,-0.99939656,-0.99939656,-0.99939656,-0.99939656,-0.99939656,-0.99939656,-0.99939656,0.9989102,0.9989102,0.9989102,0.9989102,0.9989102,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.99934036,0.99934036,0.99934036,0.99934036,0.99934036,0.99934036,0.99934036,0.99934036,0.99934036,0.99934036,-0.9964522,-0.9964522,-0.9964522,-0.9964522,-0.9964522,-0.9964522,-0.9964522,-0.9964522,-0.9964522,-0.9964522,-0.9964522,-0.9964522,-0.9964522,-0.9964522,-0.9964522,-0.9964522,-0.9964522,-0.9964522,-0.9964522,-0.9964522,-0.9964522,-0.99545044,-0.99545044,-0.99545044,-0.99545044,-0.99545044,-0.99545044,-0.99545044,-0.99545044,-0.99545044,-0.99545044,-0.99545044,-0.99545044
